article_number,article_title,article_text,book,title,chapter,section,annotations
2,Termenul de prescripție de 10 ani. Cazuri,"Se prescrie în termen de 10 ani dreptul la acțiune privitor la:
1. drepturile reale care nu sunt declarate prin lege imprescriptibile ori nu sunt supuse altui termen de prescripție;
2. repararea prejudiciului moral sau material cauzat unei persoane prin tortură ori acte de barbarie sau, după caz, a celui cauzat prin violență ori agresiuni sexuale comise contra unui minor sau asupra unei persoane aflate în imposibilitate de a se apăra ori de a-și exprima voința;
3. repararea prejudiciului adus mediului înconjurător.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul II Termenul prescripției extinctive,Secţiunea a 2-a Drepturile și obligațiile creditorului gajist,
2,Termenul de prescripție de 2 ani,"(1) Dreptul la acțiune întemeiat pe un raport de asigurare sau reasigurare se prescrie în termen de 2 ani.
Decizie de respingere: HP nr. 63/2022, publicată în Monitorul Oficial nr. 1156 din 29 noiembrie 2022.
(2) De asemenea, se prescrie în termen de 2 ani dreptul la acțiune privitor la plata remunerației cuvenite intermediarilor pentru serviciile prestate în baza contractului de intermediere.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul II Termenul prescripției extinctive,Secţiunea a 2-a Drepturile și obligațiile creditorului gajist,Notă
2,Termenul de prescripție de un an. Cazuri,"(1) Se prescrie în termen de un an dreptul la acțiune în cazul:
1. profesioniștilor din alimentația publică sau hotelierilor, pentru serviciile pe care le prestează;
2. profesorilor, institutorilor, maeștrilor și artiștilor, pentru lecțiile date cu ora, cu ziua sau cu luna;
3. medicilor, moașelor, asistentelor și farmaciștilor, pentru vizite, operații sau medicamente;
4. vânzătorilor cu amănuntul, pentru plata mărfurilor vândute și a furniturilor livrate;
5. meșteșugarilor și artizanilor, pentru plata muncii lor;
6. avocaților, împotriva clienților, pentru plata onorariilor și cheltuielilor. Termenul de prescripție se va calcula din ziua rămânerii definitive a hotărârii sau din aceea a împăcării părților ori a revocării mandatului. În cazul afacerilor neterminate, termenul de prescripție este de 3 ani de la data ultimei prestații efectuate;
7. notarilor publici și executorilor judecătorești, în ceea ce privește plata sumelor ce le sunt datorate pentru actele funcției lor. Termenul prescripției se va socoti din ziua în care aceste sume au devenit exigibile;
8. inginerilor, arhitecților, geodezilor, contabililor și altor liber-profesioniști, pentru plata sumelor ce li se cuvin. Termenul prescripției se va socoti din ziua când s-a terminat lucrarea.
(2) În toate cazurile, continuarea lecțiilor, serviciilor, furniturilor, actelor sau lucrărilor nu întrerupe prescripția pentru sumele scadente.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul II Termenul prescripției extinctive,Secţiunea a 2-a Drepturile și obligațiile creditorului gajist,
2,Termenul de prescripție de un an. Alte cazuri,"(1) Se prescrie prin împlinirea unui termen de un an și dreptul la acțiune privitor la restituirea sumelor încasate din vânzarea biletelor pentru un spectacol care nu a mai avut loc.
(2) De asemenea, dacă prin lege nu se dispune altfel, se prescrie prin împlinirea unui termen de un an și dreptul la acțiunea izvorâtă dintr-un contract de transport de bunuri terestru, aerian sau pe apă, îndreptată împotriva transportatorului.
(3) În cazul prevăzut la alin. (2), termenul de prescripție este de 3 ani, atunci când contractul de transport a fost încheiat spre a fi executat succesiv sau, după caz, combinat, cu același mijloc de transport sau cu mijloace de transport diferite.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul II Termenul prescripției extinctive,Secţiunea a 2-a Drepturile și obligațiile creditorului gajist,
2,Repunerea în termenul de prescripție,"(1) Cel care, din motive temeinice, nu și-a exercitat în termen dreptul la acțiune supus prescripției poate cere organului de jurisdicție competent repunerea în termen și judecarea cauzei.
(2) Repunerea în termen nu poate fi dispusă decât dacă partea și-a exercitat dreptul la acțiune înainte de împlinirea unui termen de 30 de zile, socotit din ziua în care a cunoscut sau trebuia să cunoască încetarea motivelor care au justificat depășirea termenului de prescripție.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul II Termenul prescripției extinctive,Secţiunea a 2-a Drepturile și obligațiile creditorului gajist,
2,Regula generală,"Prescripția începe să curgă de la data când titularul dreptului la acțiune a cunoscut sau, după împrejurări, trebuia să cunoască nașterea lui.
Decizie de respingere: HP nr. 18/2021, publicată în Monitorul Oficial nr. 531 din 21 mai 2021.
Decizie de respingere: RIL nr. 10/2022, publicată în Monitorul Oficial nr. 497 din 19 mai 2022.
Decizie de respingere: HP nr. 203/2025, publicată în Monitorul Oficial nr. 685 din 22 iulie 2025.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea 1 Începutul prescripției extinctive,Notă
2,Dreptul la acțiunea în executarea obligațiilor de a da sau de a face,"(1) Dacă prin lege nu se prevede altfel, în cazul obligațiilor contractuale de a da sau de a face prescripția începe să curgă de la data când obligația devine exigibilă și debitorul trebuia astfel s-o execute.
(2) În cazul în care dreptul este afectat de un termen suspensiv, prescripția începe să curgă de la împlinirea termenului sau, după caz, de la data renunțării la beneficiul termenului stabilit exclusiv în favoarea creditorului.
(3) Dacă dreptul este afectat de o condiție suspensivă, prescripția începe să curgă de la data când s-a îndeplinit condiția.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea 1 Începutul prescripției extinctive,
2,Dreptul la acțiunea în restituirea prestațiilor,"Prescripția dreptului la acțiune în restituirea prestațiilor făcute în temeiul unui act anulabil ori desființat pentru rezoluțiune sau altă cauză de ineficacitate începe să curgă de la data rămânerii definitivă a hotărârii prin care s-a desființat actul ori, după caz, de la data la care declarația de rezoluțiune sau reziliere a devenit irevocabilă.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea 1 Începutul prescripției extinctive,
2,Dreptul la acțiunea în executarea prestațiilor succesive,"Când este vorba de prestații succesive, prescripția dreptului la acțiune începe să curgă de la data la care fiecare prestație devine exigibilă, iar dacă prestațiile alcătuiesc un tot unitar, de la data la care ultima prestație devine exigibilă.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea 1 Începutul prescripției extinctive,
2,Dreptul la acțiunea în materia asigurărilor,"În cazul asigurării contractuale, prescripția începe să curgă de la expirarea termenelor prevăzute de lege ori stabilite de părți pentru plata primei de asigurare, respectiv pentru plata indemnizației sau, după caz, a despăgubirilor datorate de asigurător.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea 1 Începutul prescripției extinctive,
2,Dreptul la acțiunea în repararea pagubei cauzate printr-o faptă ilicită,"(1) Prescripția dreptului la acțiune în repararea unei pagube care a fost cauzată printr-o faptă ilicită începe să curgă de la data când păgubitul a cunoscut sau trebuia să cunoască atât paguba, cât și pe cel care răspunde de ea.
Decizie de respingere: HP nr. 63/2022, publicată în Monitorul Oficial nr. 1156 din 29 noiembrie 2022.
(2) Dispozițiile alin. (1) se aplică, în mod corespunzător, și în cazul acțiunii în restituire întemeiate pe îmbogățirea fără justă cauză, plata nedatorată sau gestiunea de afaceri.
Decizie de respingere: HP nr. 7/2023, publicată în Monitorul Oficial nr. 155 din 23 februarie 2023.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea 1 Începutul prescripției extinctive,Notă
2,Dreptul la acțiunea în anularea actului juridic,"(1) Prescripția dreptului la acțiunea în anularea unui act juridic începe să curgă:
a) în caz de violență, din ziua când aceasta a încetat;
b) în cazul dolului, din ziua când a fost descoperit;
c) în caz de eroare ori în celelalte cazuri de anulare, din ziua când cel îndreptățit, reprezentantul său legal ori cel chemat de lege să îi încuviințeze sau să îi autorizeze actele a cunoscut cauza anulării, însă nu mai târziu de împlinirea a 18 luni din ziua încheierii actului juridic.
(2) În cazurile în care nulitatea relativă poate fi invocată de o terță persoană, prescripția începe să curgă, dacă prin lege nu se dispune altfel, de la data când terțul a cunoscut existența cauzei de nulitate.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea 1 Începutul prescripției extinctive,
2,Dreptul la acțiunea în răspundere pentru vicii aparente,"(1) Dacă prin lege nu se prevede altfel, prescripția dreptului la acțiune izvorât din transmiterea unor bunuri sau executarea unor lucrări, cu vicii aparente, în cazurile în care legea sau contractul obligă la garanție și pentru asemenea vicii, începe să curgă de la data predării sau recepției finale a bunului ori a lucrării sau, după caz, de la data împlinirii termenului prevăzut de lege ori stabilit prin procesul-verbal de constatare a viciilor, pentru înlăturarea de către debitor a viciilor constatate.
(2) Dispozițiile alin. (1) se aplică și în cazul lipsei calităților convenite ori al lipsurilor cantitative, însă numai dacă oricare dintre aceste lipsuri puteau fi descoperite, fără cunoștințe speciale, printr-o verificare normală.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea 1 Începutul prescripției extinctive,
2,Dreptul la acțiunea în răspundere pentru vicii ascunse,"(1) Dacă prin lege nu se prevede altfel, prescripția dreptului la acțiune pentru viciile ascunse începe să curgă:
a) în cazul unui bun transmis sau al unei lucrări executate, alta decât o construcție, de la împlinirea unui an de la data predării ori recepției finale a bunului sau a lucrării, în afara cazului în care viciul a fost descoperit mai înainte, când prescripția va începe să curgă de la data descoperirii;
b) în cazul unei construcții, de la împlinirea a 3 ani de la data predării sau recepției finale a construcției, afară numai dacă viciul a fost descoperit mai înainte, când prescripția va începe să curgă de la data descoperirii.
(2) Pentru executarea unor lucrări curente, termenele prevăzute la alin. (1) sunt de o lună, în cazul prevăzut la lit. a), respectiv de 3 luni, în cazul prevăzut la lit. b).
(3) Dispozițiile alin. (1) și (2) se aplică și în cazul lipsei calităților convenite ori al lipsurilor cantitative, însă numai dacă oricare din aceste lipsuri nu puteau fi descoperite, fără cunoștințe speciale, printr-o verificare normală.
(4) Termenele prevăzute în prezentul articol sunt termene de garanție înăuntrul cărora viciile trebuie, în toate cazurile, să se ivească.
(5) Prin dispozițiile prezentului articol nu se aduce însă nicio atingere termenelor de garanție speciale, legale sau convenționale.
(6) Dispozițiile prezentului articol se aplică, în mod corespunzător, și în cazul produselor pentru care s-a prevăzut un termen de valabilitate, ca și în cazul bunurilor sau lucrărilor pentru care există un termen de garanție pentru buna funcționare.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea 1 Începutul prescripției extinctive,
2,Cazurile generale de suspendare a prescripției,"Prescripția nu începe să curgă, iar, dacă a început să curgă, ea se suspendă:
1. între soți, cât timp durează căsătoria și nu sunt separați în fapt;
2. între părinți, tutore sau curator și cei lipsiți de capacitate de exercițiu sau cu capacitate de exercițiu restrânsă ori între curatori și cei pe care îi reprezintă, cât timp durează ocrotirea și socotelile nu au fost date și aprobate;
3. între orice persoană care, în temeiul legii, al unei hotărâri judecătorești sau al unui act juridic, administrează bunurile altora și cei ale căror bunuri sunt astfel administrate, cât timp administrarea nu a încetat și socotelile nu au fost date și aprobate;
4. în cazul celui lipsit de capacitate de exercițiu sau cu capacitate de exercițiu restrânsă, cât timp nu are reprezentant sau ocrotitor legal, în afară de cazurile în care există o dispoziție legală contrară;
5. cât timp debitorul, în mod deliberat, ascunde creditorului existența datoriei sau exigibilitatea acesteia;
6. pe întreaga durată a negocierilor purtate în scopul rezolvării pe cale amiabilă a neînțelegerilor dintre părți, însă numai dacă acestea au fost ținute în ultimele 6 luni înainte de expirarea termenului de prescripție;
7. în cazul în care cel îndreptățit la acțiune trebuie sau poate, potrivit legii ori contractului, să folosească o anumită procedură prealabilă, cum sunt reclamația administrativă, încercarea de împăcare sau altele asemenea, cât timp nu a cunoscut și nici nu trebuia să cunoască rezultatul acelei proceduri, însă nu mai mult de 3 luni de la declanșarea procedurii, dacă prin lege sau contract nu s-a stabilit un alt termen;
8. în cazul în care titularul dreptului sau cel care l-a încălcat face parte din forțele armate ale României, cât timp acestea se află în stare de mobilizare sau de război. Sunt avute în vedere și persoanele civile care se găsesc în forțele armate pentru rațiuni de serviciu impuse de necesitățile războiului;
9. în cazul în care cel împotriva căruia curge sau ar urma să curgă prescripția este împiedicat de un caz de forță majoră să facă acte de întrerupere, cât timp nu a încetat această împiedicare; forța majoră, când este temporară, nu constituie o cauză de suspendare a prescripției decât dacă survine în ultimele 6 luni înainte de expirarea termenului de prescripție;
10. în alte cazuri prevăzute de lege.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea a 2-a Suspendarea prescripției extinctive,
2,Suspendarea prescripției în materie succesorală,"(1) Prescripția nu curge contra creditorilor defunctului în privința creanțelor pe care aceștia le au asupra moștenirii cât timp aceasta nu a fost acceptată de către succesibili ori, în lipsa acceptării, cât timp nu a fost numit un curator care să îi reprezinte.
(2) Ea nu curge nici contra moștenitorilor defunctului cât timp aceștia nu au acceptat moștenirea ori nu a fost numit un curator care să îi reprezinte.
(3) Prescripția nu curge, de asemenea, contra moștenitorilor, în privința creanțelor pe care aceștia le au asupra moștenirii, de la data acceptării moștenirii și până la data lichidării ei.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea a 2-a Suspendarea prescripției extinctive,
2,Efectele suspendării prescripției,"(1) De la data când cauza de suspendare a încetat, prescripția își reia cursul, socotindu-se pentru împlinirea termenului și timpul scurs înainte de suspendare.
(2) Prescripția nu se va împlini mai înainte de expirarea unui termen de 6 luni de la data când suspendarea a încetat, cu excepția prescripțiilor de 6 luni sau mai scurte, care nu se vor împlini decât după expirarea unui termen de o lună de la încetarea suspendării.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea a 2-a Suspendarea prescripției extinctive,
2,Beneficiul suspendării prescripției,"Suspendarea prescripției poate fi invocată numai de către partea care a fost împiedicată să facă acte de întrerupere, afară de cazul în care prin lege se dispune altfel.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea a 2-a Suspendarea prescripției extinctive,
2,Extinderea efectului suspensiv,Suspendarea prescripției față de debitorul principal ori față de fideiusor produce efecte în privința amândurora.,"Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea a 2-a Suspendarea prescripției extinctive,
2,Cazurile de întrerupere a prescripției,"Prescripția se întrerupe:
1. printr-un act voluntar de executare sau prin recunoașterea, în orice alt mod, a dreptului a cărui acțiune se prescrie, făcută de către cel în folosul căruia curge prescripția;
2. prin introducerea unei cereri de chemare în judecată sau de arbitrare, prin înscrierea creanței la masa credală în cadrul procedurii insolvenței, prin depunerea cererii de intervenție în cadrul urmăririi silite pornite de alți creditori ori prin invocarea, pe cale de excepție, a dreptului a cărui acțiune se prescrie;
3. prin constituirea ca parte civilă pe parcursul urmăririi penale sau în fața instanței de judecată până la începerea cercetării judecătorești; în cazul în care despăgubirile se acordă, potrivit legii, din oficiu, începerea urmăririi penale întrerupe cursul prescripției, chiar dacă nu a avut loc constituirea ca parte civilă;
4. prin orice act prin care cel în folosul căruia curge prescripția este pus în întârziere;
5. în alte cazuri prevăzute de lege.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Recunoașterea dreptului,"(1) Recunoașterea se poate face unilateral sau convențional și poate fi expresă sau tacită.
(2) Când recunoașterea este tacită, ea trebuie să rezulte fără echivoc din manifestări care să ateste existența dreptului celui împotriva căruia curge prescripția. Constituie acte de recunoaștere tacită plata parțială a datoriei, achitarea, în tot sau în parte, a dobânzilor sau penalităților, solicitarea unui termen de plată și altele asemenea.
(3) Poate invoca recunoașterea tacită și cel îndreptățit la restituirea unei prestații făcute în executarea unui act juridic ce a fost desființat pentru nulitate, rezoluțiune sau orice altă cauză de ineficacitate, atât timp cât bunul individual determinat, primit de la cealaltă parte cu ocazia executării actului desființat, nu este pretins de aceasta din urmă pe cale de acțiune reală ori personală.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Cererea de chemare în judecată sau de arbitrare,"(1) În cazurile prevăzute la art. 2.537 pct. 2 și 3, prescripția este întreruptă chiar dacă sesizarea a fost făcută la un organ de jurisdicție ori de urmărire penală necompetent sau chiar dacă este nulă pentru lipsă de formă.
(2) Prescripția nu este întreruptă dacă cel care a făcut cererea de chemare în judecată sau de arbitrare ori de intervenție în procedura insolvenței sau a urmăririi silite a renunțat la ea, nici dacă cererea a fost respinsă, anulată ori s-a perimat printr-o hotărâre rămasă definitivă. Cu toate acestea, dacă reclamantul, în termen de 6 luni de la data când hotărârea de respingere sau de anulare a rămas definitivă, introduce o nouă cerere, prescripția este considerată întreruptă prin cererea de chemare în judecată sau de arbitrare precedentă, cu condiția însă ca noua cerere să fie admisă.
Decizie de respingere: HP nr. 1/2021, publicată în Monitorul Oficial nr. 306 din 26 martie 2021.
(3) Prescripția nu este întreruptă nici dacă hotărârea judecătorească sau arbitrală și-a pierdut puterea executorie prin împlinirea termenului de prescripție a dreptului de a obține executarea silită. În acest caz însă, dacă dreptul de a obține obligarea pârâtului este imprescriptibil sau nu s-a prescris încă, se va putea face o nouă cerere de chemare în judecată ori de arbitrare, fără a se putea opune excepția autorității de lucru judecat.
(4) Dispozițiile prezentului articol se aplică, în mod corespunzător, și atunci când prescripția a fost întreruptă prin invocarea, pe cale de excepție, a dreptului a cărui acțiune se prescrie.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea a 3-a Întreruperea prescripției extinctive,Notă
2,Punerea în întârziere,Prescripția este întreruptă prin punerea în întârziere a celui în folosul căruia curge prescripția numai dacă aceasta este urmată de chemarea lui în judecată în termen de 6 luni de la data punerii în întârziere.,"Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Efectele întreruperii prescripției,"(1) Întreruperea șterge prescripția începută înainte de a se fi ivit cauza de întrerupere.
(2) După întrerupere începe să curgă o nouă prescripție.
(3) Dacă întreruperea prescripției a avut loc prin recunoașterea dreptului de către cel în folosul căruia curgea, va începe să curgă o nouă prescripție de același fel.
(4) În cazul în care prescripția a fost întreruptă printr-o cerere de chemare în judecată ori de arbitrare, noua prescripție a dreptului de a obține executarea silită nu va începe să curgă cât timp hotărârea de admitere a acțiunii nu a rămas definitivă.
(5) Dacă întreruperea rezultă din intervenția făcută în procedura insolvenței sau a urmăririi silite, prescripția va reîncepe să curgă de la data la care există din nou posibilitatea legală de valorificare a creanței rămase neacoperite.
(6) În cazul în care prescripția a fost întreruptă potrivit art. 2.537 pct. 3, întreruperea operează până la comunicarea ordonanței de clasare, a ordonanței de suspendare a urmăririi penale ori a hotărârii de suspendare a judecății sau până la pronunțarea hotărârii definitive a instanței penale. Dacă repararea pagubei se acordă, potrivit legii, din oficiu, întreruperea operează până la data când cel împotriva căruia a început să curgă prescripția a cunoscut sau trebuia să cunoască hotărârea definitivă a instanței penale prin care ar fi trebuit să se stabilească despăgubirea.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Beneficiul întreruperii prescripției,"(1) Efectele întreruperii prescripției profită celui de la care emană actul întreruptiv și nu pot fi opuse decât celui împotriva căruia a fost îndreptat un asemenea act, afară de cazul în care prin lege se dispune altfel.
(2) Dacă prescripția a fost întreruptă prin recunoașterea dreptului de către cel în folosul căruia curgea, efectele întreruperii profită celui împotriva căruia a curs și nu pot fi opuse decât autorului recunoașterii.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Extinderea efectului întreruptiv,Întreruperea prescripției împotriva debitorului principal sau contra fideiusorului produce efecte în privința amândurora.,"Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul III Cursul prescripției extinctive,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Calculul prescripției,"Cursul prescripției se calculează potrivit regulilor stabilite în titlul III din prezenta carte, luându-se în considerare, dacă este cazul, și cazurile de suspendare sau de întrerupere prevăzute de lege.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul I Prescripția extinctivă,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Instituirea termenului de decădere,"(1) Prin lege sau prin voința părților se pot stabili termene de decădere pentru exercitarea unui drept sau săvârșirea unor acte unilaterale.
(2) Neexercitarea dreptului subiectiv înăuntrul termenului stabilit atrage pierderea lui, iar în cazul actelor unilaterale, împiedicarea, în condițiile legii, a săvârșirii lor.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul II Regimul general al termenelor de decădere,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Limita stabilirii termenelor de decădere,Este lovită de nulitate absolută clauza prin care se stabilește un termen de decădere ce ar face excesiv de dificilă exercitarea dreptului sau săvârșirea actului de către partea interesată.,"Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul II Regimul general al termenelor de decădere,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Aplicarea regulilor de la prescripție,"Dacă din lege sau din convenția părților nu rezultă în mod neîndoielnic că un anumit termen este de decădere, sunt aplicabile regulile de la prescripție.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul II Regimul general al termenelor de decădere,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Regimul termenelor de decădere,"(1) Termenele de decădere nu sunt supuse suspendării și întreruperii, dacă prin lege nu se dispune altfel.
(2) Cu toate acestea, forța majoră împiedică, în toate cazurile, curgerea termenului, iar dacă termenul a început să curgă, el se suspendă, dispozițiile art. 2.534 alin. (1) fiind aplicabile în mod corespunzător. Termenul de decădere nu se socotește însă împlinit decât după 5 zile de la data când suspendarea a încetat.
(3) De asemenea, atunci când realizarea dreptului presupune exercitarea unei acțiuni în justiție, termenul este întrerupt pe data introducerii cererii de chemare în judecată sau de arbitrare ori de punere în întârziere, după caz, dispozițiile privitoare la întreruperea prescripției fiind aplicabile în mod corespunzător.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul II Regimul general al termenelor de decădere,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Renunțarea la beneficiul decăderii,"(1) Când termenul de decădere a fost stabilit prin contract sau instituit printr-o dispoziție legală care ocrotește un interes privat, cel în favoarea căruia a fost stipulat ori instituit poate să renunțe, după împlinirea termenului, la beneficiul decăderii. Dacă renunțarea intervine înainte de împlinirea termenului, sunt aplicabile regulile privitoare la întreruperea prescripției prin recunoașterea dreptului.
(2) Părțile nu pot însă renunța, nici anticipat și nici după începerea cursului lor, la termenele de decădere de ordine publică și nici nu le pot modifica, micșorându-le sau mărindu-le, după caz.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul II Regimul general al termenelor de decădere,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Invocarea decăderii,"(1) Decăderea poate fi opusă de partea interesată în condițiile art. 2.513.
(2) Organul de jurisdicție este obligat să invoce și să aplice din oficiu termenul de decădere, indiferent dacă cel interesat îl pune sau nu îl pune în discuție, cu excepția cazului când acesta privește un drept de care părțile pot dispune în mod liber.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul II Regimul general al termenelor de decădere,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Regulile aplicabile,"Durata termenelor, fără deosebire de natura și izvorul lor, se calculează potrivit regulilor stabilite de prezentul titlu.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul III Calculul termenelor,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,"Termenul stabilit pe săptămâni, luni sau ani","(1) Când termenul este stabilit pe săptămâni, luni sau ani, el se împlinește în ziua corespunzătoare din ultima săptămână ori lună sau din ultimul an.
(2) Dacă ultima lună nu are o zi corespunzătoare celei în care termenul a început să curgă, termenul se împlinește în ultima zi a acestei luni.
(3) Mijlocul lunii se socotește a cincisprezecea zi.
(4) Dacă termenul este stabilit pe o lună și jumătate sau pe mai multe luni și jumătate, cele 15 zile se vor socoti la sfârșitul termenului.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul III Calculul termenelor,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Termenul stabilit pe zile,"(1) Când termenul se stabilește pe zile, nu se ia în calcul prima și ultima zi a termenului.
Decizie de admitere: RIL nr. 8/2024, publicată în Monitorul Oficial nr. 573 din 19 iunie 2024:
În interpretarea și aplicarea unitară a dispozițiilor art. 75 alin. (1) și art. 278 alin. (1) din Codul muncii, termenul de preaviz începe să curgă din ziua următoare comunicării notificării de preaviz și se împlinește în ultima zi a termenului, dispozițiile art. 181 alin. (1) pct. 2 și alin. (2) din Codul de procedură civilă, precum și cele ale art. 2.553 alin. (1) din Codul civil nefiind aplicabile.
(2) Termenul se va împlini la ora 24,00 a ultimei zile.
(3) Cu toate acestea, dacă este vorba de un act ce trebuie îndeplinit într-un loc de muncă, termenul se va împlini la ora la care încetează programul normal de lucru. Dispozițiile art. 2.556 rămân aplicabile.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul III Calculul termenelor,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,Notă
2,Prorogarea termenului,"Dacă ultima zi a termenului este o zi nelucrătoare, termenul se consideră împlinit la sfârșitul primei zile lucrătoare care îi urmează.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul III Calculul termenelor,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
